x,y,z,radii
17.741381420711324,43.9114599158467,2.8999657709179486e-15,47.36003512093475
14.93898101045921,35.194033756486455,2.3411207788483376e-15,38.23340379411136
18.790723117208817,42.20465512950305,2.828857359043673e-15,46.198746626590356
19.524433993928618,41.870283819012,2.828857359043673e-15,46.198746626590356
16.76042106687446,34.36395569989927,2.3411207788483376e-15,38.23340379411136
20.680386208416024,40.58754323054111,2.7892840037178434e-15,45.55246468875518
21.536574491718355,40.504405619477424,2.8089770612911408e-15,45.874076725580956
19.044655829884608,34.35746859982016,2.4053747934168987e-15,39.28275148543424
22.937038362790474,39.72811581950957,2.8089770612911408e-15,45.874076725580956
22.893490592837587,38.10116667304417,2.7217832371640526e-15,44.45009351364106
21.684205970653753,34.70198354967531,2.505616914346277e-15,40.91982955560387
24.809650410639723,38.203511431832176,2.7892840037178434e-15,45.55246468875518
9.314743162665163,52.82653355283128,3.284592603360786e-15,53.641467983220096
14.661113181991158,75.42488869900782,4.70488440412113e-15,76.83659333281814
14.347096166385079,67.4977806079581,4.225381778224166e-15,69.00572117880913
17.10655678493167,74.0966380060034,4.6564551724828e-15,76.04568395924123
19.08713590843304,76.55432077735063,4.831104649955698e-15,78.89792637876164
20.87156920986425,77.8937567249036,4.937870861844426e-15,80.64155093995042
22.605102574978858,78.8333612244866,5.021682643629931e-15,82.0103012089073
22.82206837529324,74.64762210455198,4.779698673684856e-15,78.05840307609783
26.561125659541513,81.7467391712141,5.263140557447808e-15,85.95360819319026
22.059364185046274,64.06504542082384,4.148890081937931e-15,67.7565169782267
14.8375861345222,40.76593286381272,2.6563935957148684e-15,43.38219962791481
16.792224960991152,43.74524161775634,2.8691941585641982e-15,46.85749655430191
17.49098640878963,43.291710513678304,2.8590367729689046e-15,46.69161385894247
15.24530336397455,35.915683997720265,2.3891252328561706e-15,39.017376022532744
18.527856571333217,41.61424720083727,2.7892840037178434e-15,45.55246468875518
19.524433993928618,41.870283819012,2.828857359043673e-15,46.198746626590356
16.70390194009022,34.248074317130836,2.3332261023608554e-15,38.10447394277825
20.7532187192062,40.73048508136022,2.799107348178159e-15,45.71289207838549
21.31062287492862,40.07945243389318,2.7795065942599012e-15,45.392787474643335
19.569519976770952,35.30434858583292,2.4716660932002e-15,40.36537056922976
22.53782786869582,39.03666296082295,2.7600878759132357e-15,45.07565573739165
22.42101160731038,37.31482959158946,2.6656107029886585e-15,43.532726412947156
21.463396048236778,34.34861380647654,2.4801022574013914e-15,40.503143586022276
24.809650410639723,38.203511431832176,2.7892840037178434e-15,45.55246468875518
24.09177618029563,35.71752702705125,2.6380803835180404e-15,43.08312217620255
23.71260374833948,33.865107777856615,2.5314467644971713e-15,41.341663020875295
23.565181273608403,32.434689457620465,2.454895193907643e-15,40.09148099871468
27.22241256300763,36.12536162375366,2.769774692209137e-15,45.23385345289045
40.61175793071982,51.98067973207573,4.039156366840678e-15,65.96442941185812
45.74981202326224,56.496312779539636,4.451417882901894e-15,72.69717090676502
45.618399461204945,54.36589144628876,4.345636571124457e-15,70.96963098503272
48.887410746733664,56.238532833879276,4.562837217690024e-15,74.51678673176379
48.64390204941723,54.02452638620819,4.451417882901894e-15,72.69717090676502
48.401171946033,51.903902323450254,4.345636571124457e-15,70.96963098503272
49.77240815608603,51.54083743598406,4.387309138298522e-15,71.65019565401448
56.0916392821176,56.09163928211759,4.8572894740526425e-15,79.32555700851016
44.49619161627139,42.96947276549791,3.787647966333867e-15,61.85698552384206
55.05095266753959,51.33584386873101,4.6091222909691786e-15,75.27267934196584
56.51295653419941,50.884494618621176,4.6564551724828e-15,76.04568395924123
49.348478048984,42.89797749939697,4.003821951461308e-15,65.3873746168924
56.5166637979928,47.42311174826609,4.517554564908526e-15,73.7772648906415
53.90316406377206,45.230125085199546,6.156190839994879,70.6343683837207
50.03585308079912,43.49550349845986,5.800337015897489,66.55140364865221
51.561511852544164,46.42619380214176,6.070213512497098,69.64788918238212
51.706392304892994,48.21699087406501,6.18541090102774,70.96963098503272
46.85675580659448,45.24904310630447,5.698885201054626,65.3873746168924
53.29399933999182,53.293999339991814,6.593941537915013,75.65699436474817
50.30753168084499,52.09497406749443,6.33597592603255,72.69717090676502
