x,y,z,radii
-18.04085437366018,84.87554668703775,-15.300194850018904,88.11031048863512
-17.21717376484737,88.57468043560421,-15.91042529361649,91.62448755514055
-12.616655356036514,71.5526081450723,-12.811287601510296,73.7772648906415
-14.613509222367622,92.26606598744132,-16.4717919294365,94.85726916772245
-23.030484165251597,63.275735203136,-11.873264824774296,68.3754070114578
-19.42672903364968,56.41931777718612,-10.52147278119518,60.590746891545976
-15.666568610372599,48.21674029617035,-8.939439549972427,51.48018061622803
-16.688426010787545,54.5853819157633,-10.064653055429352,57.96002693868795
-16.447346430233186,57.358713503650456,-10.52147278119518,60.590746891545976
-15.899068010257805,59.33612960727518,-10.831639755168842,62.376927306111476
-17.93345679552005,71.9271665878607,-13.070963595839558,75.27267934196584
-18.37715199623693,79.60019050975316,-14.404856803043343,82.95426417127679
-16.791858898746494,78.99948496915647,-14.240939354842803,82.0103012089073
-16.769478310941558,86.2714869902814,-15.496709014107054,89.2419904563056
-12.872386288523128,73.00293033319751,-13.070963595839558,75.27267934196584
-13.322947844381812,84.1177821324023,-15.017120216648198,86.4801486454532
-12.730169793259066,90.57986470776565,-16.12863684193949,92.88111777870411
-8.724959915484375,71.05909612189676,-12.62373124950113,72.69717090676502
-8.07831131129568,76.85999799033597,-13.627142294213755,78.4755848135164
-4.802181964587774,54.889191022615584,-9.715415415367568,55.948847525497406
-2.6176522311020527,37.4341709331278,-6.6167724611204735,38.10447394277825
-2.2282314511592354,42.51718889146435,-7.507215923957086,43.23233347346994
-1.425756590276733,40.82832683895067,-7.203523790951306,41.48344018195332
-0.6205491890611471,35.55123923131207,-6.269597564178087,36.105173393777996
2.6433891722236694e-15,43.16982127522972,-7.612004243185311,43.83578535321967
0.7253248031713532,41.553830143524756,-7.328177523011698,42.2012924147564
1.3685774454344557,39.19093036474656,-6.914630628523289,39.81977076538084
2.2990011438564317,43.86755507116797,-7.745648679079317,44.60541298588246
3.162523798697045,45.22619737407516,-7.994071989481502,46.03602581315139
3.7107025662812574,42.41352441258553,-7.507215923957086,43.23233347346994
4.772550107918973,45.40778110278045,-8.050719627001577,46.36224655604182
5.353446846158285,43.60032569886108,-7.745648679079317,44.60541298588246
6.445076511265574,45.85910226670871,-8.165664728506679,47.02418901377134
7.7295129807172,48.80222428970361,-8.712413123835868,50.17278753449922
6.87941901684155,39.0151239997458,-6.985545144013773,40.22815118401387
7.636946748446752,39.28868506447312,-7.057318022808869,40.64147471990931
